SEX,SEX_MAP,EMOT,/content/drive/MyDrive/project_gender_sterotype_persian,id,SIT,SIT_Persian
1,male,5,disgust,2178,Being in a Malaysian city with my girlfriend coming out of a picture theatre - seeing her rush up to a taxi that a very old sick man was trying to get to. Seeing her take over the taxi.,در شهری در مالزی همراه با دوستدخترم، از سینما بیرون آمدیم. دیدم که او به سمت تاکسی ای می دود که مرد پیر و بیماری سعی داشت آن را بگیرد. دیدم که او جای آن مرد را در تاکسی گرفت.
2,female,4,sadness,7347,When I found that my coldness had hurt somebody's sincerity.,وقتی فهمیدم سردیم باعث آسیب به صداقت کسی شده است.
1,male,6,shame,7363,"When I was doing my homework at home, some relatives came and advised me to help my mother do the house-work.",زمانی که من در خانه به انجام تکالیف درسی ام مشغول بودم، بعضی از اقوام آمدند و به من توصیه کردند که به مادرم در کارهای خانه کمک کنم.
2,female,2,fear,3630,When I was six years old we were on holiday in France. There was very heavy weather then.,در آن زمان که من شش ساله بودم، ما در تعطیلات به فرانسه سفر کرده بودیم. آن زمان هوا بسیار بد و سنگین بود.
2,female,6,shame,4409,In a very crowded shop I was distracted and missed my turn in the queue.  A woman who was behind me began to shout at me asking me either to pay more attention or to leave.,در یک فروشگاه بسیار شلوغ، من پرت شده بودم و نوبت خود را از دست دادم. زنی که پشت سر من بود، شروع به فریاد زدن بر من کرد و از من خواست که یا بیشتر دقت کنم یا برروم.
2,female,6,shame,2988,"I was ashamed of the way I deceived that I could not help a friend, although it was absolutely possible for me. Nothing was revealed but I haven't called up this person since then.",من از نحوه فریب دادنی که من نمی توانستم به یک دوست کمک کنم، شرمنده بودم، اگرچه برای من کاملاً امکان پذیر بود. هیچ چیز آشکار نشد اما من از آن زمان به بعد با این شخص تماس نگرفته ام.
1,male,3,anger,6408,It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities.,آن زمانی بود که استاد من در نیمه‌شب مرا بیدار کرد تا برای آموزش در دانشکده نظامی آماده شوم، هنگامی که او از فعالیت‌های اجتماعی شخصی خود بازمی‌گشت.
2,female,3,anger,3391,I cooked the engine in my father's car - it was actually his fault because he hadn't fixed the temperature gauge or told me. When I finally got home I was absolutely screamed at and the anger I experienced was over the injustice of it all plus the huge row which developed.,به موتور اتومبیل پدرم آسیب جدی وارد کردم - در واقع این تقصیر خودش بود چون دماسنج را تعمیر نکرده بود و به من هم نگفته بود. وقتی به خانه رسیدم، با فریاد و داد و بیداد روبرو شدم و خشم عمیقی را تجربه کردم که ناشی از عدالت نبودن این موضوع بود، به علاوه اینکه درگیری شدیدی هم پیش آمد.
1,male,2,fear,1610,One evening my father told me to go into the cellar and get him a beer. I was terribly frightened at the idea of a man sitting in the cellar and assaulting me. For my defence I took an empty bottle with me.,فردی یک شب به من گفت که به زیرزمین بروم و برایش یک آبجو بیارم. من به شدت از فکر اینکه مردی در زیرزمین نشسته و قصد حمله به من را دارد، ترسیده بودم. برای دفاع از خود یک بطری خالی با خود برداشتم.
1,male,2,fear,1894,"After going through a glass door, I sustained a number of serious cuts which were gaping open.",بعد از عبور از یک در شیشه ای، چند برش جدی و عمیق را متحمل شدم.
1,male,1,joy,5053,When I learnt that I had been accepted at UNZA.,وقتی فهمیدم که در دانشگاه یونزا پذیرفته شده ام.
1,male,6,shame,6300,An out-patient asked me to read for him a certain prescription but I was unable to do so. The patient was dissappointed and lost hope in me.,نمار بیمار سرپایی از من خواست که برایش نسخه ای را بخوانم اما من قادر به انجام این کار نبودم. بیمار از این امر ناامید شد و به من امید خود را از دست داد.
1,male,4,sadness,7285,My cat died from an illness.  It had been with us for 7 years.  It was a lovely cat.  It had been ill for one or two weeks and the veterinary surgeon had told us that it was dying.,دوست من، گربه‌ام از بیماری درگذشت. آن گربه با ما به مدت 7 سال بود. گربه‌ای زیبا بود. به مدت یک یا دو هفته بیمار بود و دامپزشک به ما گفته بود که در حال مرگ است.
1,male,4,sadness,5662,I felt sadness when my grandfather died.,غم و اندوه را احساس کردم وقتی که پدربزرگم درگذشت.
2,female,6,shame,3311,When some unforgiving acquaintance dragged up an old and rather embarassing situation from my past.,وقتی یکی از آشنایان بخشنده‌نبود گذشته‌ای قدیمی و تا حدودی خجالت‌آور را از گذشته‌ی من بیرون کشید.
2,female,3,anger,17,When I had been obviously unjustly treated and had no possibility of elucidating this.,وقتی که به طور آشکار ناعادلانه با من رفتار شده بود و هیچ امکانی برای توضیح این موضوع وجود نداشت.
